window_end,window_start,dataset_version,description,fetch_timestamp,forks,full_name,html_url,inclusion_decision,is_archived,is_fork,is_template,org,primary_language,pushed_at,repo_id,stars,strategic_relevance_score,strategic_signals,timezone
,,2026-05-23.solana-activity.v2,Payment rails made right. Award winning developer experience.,2026-05-23T16:21:37.446336Z,8,solana-foundation/moneymq,https://github.com/solana-foundation/moneymq,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Rust,2026-04-23T17:59:38Z,1086457462,29,2,core-client/runtime;payments/token,UTC
,,2026-05-23.solana-activity.v2,"TypeScript SDK, CLI, and dashboard for creating and managing Token-2022 tokens on Solana",2026-05-23T16:21:37.446336Z,13,solana-foundation/mosaic,https://github.com/solana-foundation/mosaic,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-04-29T12:31:02Z,1027940748,21,2,core-client/runtime;payments/token,UTC
,,2026-05-23.solana-activity.v2,,2026-05-23T16:21:37.446336Z,1,solana-foundation/mpp,https://github.com/solana-foundation/mpp,context/watchlist only; not included in approved-gate Top repo score,False,True,False,solana-foundation,TypeScript,2026-04-06T13:59:12Z,1190785566,0,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Solana payment method for the Machine Payments Protocol.,2026-05-23T16:21:37.446336Z,14,solana-foundation/mpp-sdk,https://github.com/solana-foundation/mpp-sdk,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Rust,2026-05-22T23:22:35Z,1185407216,59,2,core-client/runtime;payments/token,UTC
,,2026-05-23.solana-activity.v2,"Specifications for the Machine Payments Protocol - powered by the ""Payment"" HTTP authentication scheme",2026-05-23T16:21:37.446336Z,3,solana-foundation/mpp-specs,https://github.com/solana-foundation/mpp-specs,context/watchlist only; not included in approved-gate Top repo score,False,True,False,solana-foundation,Python,2026-05-19T15:36:54Z,1185463227,0,2,core-client/runtime;payments/token,UTC
,,2026-05-23.solana-activity.v2,Command-line tool that simplifies the development and testing of Solana blockchain programs.,2026-05-23T16:21:37.446336Z,20,solana-foundation/mucho,https://github.com/solana-foundation/mucho,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2025-04-21T17:57:05Z,906697592,93,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,,2026-05-23T16:21:37.446336Z,6,solana-foundation/no-dna,https://github.com/solana-foundation/no-dna,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-04-05T21:52:30Z,1180057611,4,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Examples using Noir & Sunspot for ZK Proofs on Solana,2026-05-23T16:21:37.446336Z,7,solana-foundation/noir-examples,https://github.com/solana-foundation/noir-examples,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-04-02T12:48:37Z,1118319567,34,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Let your agents pay for any API,2026-05-23T16:21:37.446336Z,566,solana-foundation/pay,https://github.com/solana-foundation/pay,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Rust,2026-05-20T21:12:02Z,418771317,1686,2,core-client/runtime;payments/token,UTC
,,2026-05-23.solana-activity.v2,,2026-05-23T16:21:37.446336Z,49,solana-foundation/pay-skills,https://github.com/solana-foundation/pay-skills,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,,2026-05-21T14:50:32Z,1209522358,6,2,core-client/runtime;payments/token,UTC
,,2026-05-23.solana-activity.v2,solana ping api server,2026-05-23T16:21:37.446336Z,0,solana-foundation/ping-api,https://github.com/solana-foundation/ping-api,context/watchlist only; not included in approved-gate Top repo score,False,True,False,solana-foundation,,2024-02-05T06:46:37Z,774084071,0,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,An Open Source Solana Portfolio,2026-05-23T16:21:37.446336Z,1,solana-foundation/portfolio,https://github.com/solana-foundation/portfolio,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-05-11T15:01:43Z,1183529204,6,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Verify SIMD feature activations on Solana networks.,2026-05-23T16:21:37.446336Z,1,solana-foundation/simd-checker,https://github.com/solana-foundation/simd-checker,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Rust,2026-05-22T17:13:14Z,1185676204,1,2,consensus/alpenglow;core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,https://www.npmjs.com/package/sas-lib,2026-05-23T16:21:37.446336Z,34,solana-foundation/solana-attestation-service,https://github.com/solana-foundation/solana-attestation-service,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Rust,2025-12-01T18:59:17Z,931863287,69,2,core-client/runtime;payments/token,UTC
,,2026-05-23.solana-activity.v2,,2026-05-23T16:21:37.446336Z,6,solana-foundation/solana-attestation-site,https://github.com/solana-foundation/solana-attestation-site,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2025-07-18T18:32:18Z,971293743,4,2,core-client/runtime;payments/token,UTC
,,2026-05-23.solana-activity.v2,Solana Bootcamp for developers 2026,2026-05-23T16:21:37.446336Z,20,solana-foundation/solana-bootcamp-2026,https://github.com/solana-foundation/solana-bootcamp-2026,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-04-09T17:15:48Z,1099874510,75,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,The solana.com website.,2026-05-23T16:21:37.446336Z,344,solana-foundation/solana-com,https://github.com/solana-foundation/solana-com,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,MDX,2026-05-23T00:02:48Z,826266099,469,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Solana Model Context Protocol (MCP) Demo,2026-05-23T16:21:37.446336Z,27,solana-foundation/solana-dev-mcp,https://github.com/solana-foundation/solana-dev-mcp,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2025-03-10T13:29:36Z,945657447,43,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Skills for agentic development on Solana,2026-05-23T16:21:37.446336Z,111,solana-foundation/solana-dev-skill,https://github.com/solana-foundation/solana-dev-skill,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-05-22T22:41:56Z,1132741163,507,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,An example data crawler for understanding the number of developers in the Solana ecosystem,2026-05-23T16:21:37.446336Z,7,solana-foundation/solana-developer-data,https://github.com/solana-foundation/solana-developer-data,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,JavaScript,2023-06-30T15:56:46Z,590526726,23,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Solana Developer Platform API and Dashboard,2026-05-23T16:21:37.446336Z,1,solana-foundation/solana-developer-platform,https://github.com/solana-foundation/solana-developer-platform,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-05-22T16:54:02Z,1144274248,17,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Go SDK library and RPC client for the Solana Blockchain,2026-05-23T16:21:37.446336Z,431,solana-foundation/solana-go,https://github.com/solana-foundation/solana-go,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Go,2026-05-08T05:00:16Z,381333195,1553,2,core-client/runtime;validator/rpc,UTC
,,2026-05-23.solana-activity.v2,Tooling for on chain voting for core protocol governance.,2026-05-23T16:21:37.446336Z,5,solana-foundation/solana-governance,https://github.com/solana-foundation/solana-governance,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-05-23T11:45:08Z,1166969507,4,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,,2026-05-23T16:21:37.446336Z,9,solana-foundation/solana-gym-env,https://github.com/solana-foundation/solana-gym-env,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Python,2025-08-28T01:08:38Z,1012501933,12,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Solana IMprovement Documents (SIMDs) describe proposed and accepted changes to the Solana protocol.,2026-05-23T16:21:37.446336Z,296,solana-foundation/solana-improvement-documents,https://github.com/solana-foundation/solana-improvement-documents,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,,2026-05-16T04:15:29Z,553023373,432,2,consensus/alpenglow;core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,A drop-in replacement for `solana_program::program::invoke*` with better compute and heap efficiency.,2026-05-23T16:21:37.446336Z,3,solana-foundation/solana-invoke,https://github.com/solana-foundation/solana-invoke,context/watchlist only; not included in approved-gate Top repo score,False,True,False,solana-foundation,Rust,2025-11-26T21:11:01Z,1037751707,1,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,"Framework-agnostic Solana transaction signing with multiple backends. Unified trait interface, async-first design, and feature-gated compilation for minimal dependencies.",2026-05-23T16:21:37.446336Z,30,solana-foundation/solana-keychain,https://github.com/solana-foundation/solana-keychain,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-05-21T16:11:11Z,1070974577,61,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,,2026-05-23T16:21:37.446336Z,23,solana-foundation/solana-mcp-official,https://github.com/solana-foundation/solana-mcp-official,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-05-22T13:29:37Z,955567570,80,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Scaffold gen for marketing sites,2026-05-23T16:21:37.446336Z,3,solana-foundation/solana-ms-scaffold-kit,https://github.com/solana-foundation/solana-ms-scaffold-kit,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2025-12-01T21:17:01Z,992719190,0,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Components and packages for marketing site/page gen ,2026-05-23T16:21:37.446336Z,4,solana-foundation/solana-ms-tools,https://github.com/solana-foundation/solana-ms-tools,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-02-01T13:34:13Z,992714476,0,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Solana Pay for Commerce Platforms,2026-05-23T16:21:37.446336Z,1,solana-foundation/solana-payments-app,https://github.com/solana-foundation/solana-payments-app,context/watchlist only; not included in approved-gate Top repo score,False,True,False,solana-foundation,TypeScript,2025-08-20T14:52:02Z,1041471866,0,2,core-client/runtime;payments/token,UTC
,,2026-05-23.solana-activity.v2,"Quickly develop, deploy and test Solana programs from browsers",2026-05-23T16:21:37.446336Z,4,solana-foundation/solana-playground,https://github.com/solana-foundation/solana-playground,context/watchlist only; not included in approved-gate Top repo score,False,True,False,solana-foundation,Rust,2026-05-08T23:05:54Z,1003072868,5,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,,2026-05-23T16:21:37.446336Z,16,solana-foundation/solana-private-channels,https://github.com/solana-foundation/solana-private-channels,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Rust,2026-05-22T21:54:40Z,1143394237,50,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,SPL for working on docs,2026-05-23T16:21:37.446336Z,2,solana-foundation/solana-program-library,https://github.com/solana-foundation/solana-program-library,context/watchlist only; not included in approved-gate Top repo score,False,True,False,solana-foundation,,2025-07-11T18:44:25Z,1018143553,1,2,core-client/runtime;payments/token,UTC
,,2026-05-23.solana-activity.v2,Solana Record Service,2026-05-23T16:21:37.446336Z,13,solana-foundation/solana-record-service,https://github.com/solana-foundation/solana-record-service,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Rust,2026-05-02T04:05:07Z,962815851,13,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,,2026-05-23T16:21:37.446336Z,1,solana-foundation/solana-record-site,https://github.com/solana-foundation/solana-record-site,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2025-05-19T14:37:23Z,985913503,0,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,A repository for requesting new solana validator client identities that all validator clients must implement.,2026-05-23T16:21:37.446336Z,8,solana-foundation/solana-validator-client-ids,https://github.com/solana-foundation/solana-validator-client-ids,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,,2026-05-18T13:23:22Z,1087391266,2,2,core-client/runtime;validator/rpc,UTC
,,2026-05-23.solana-activity.v2,CLI tool for deterministically building and verifying executable against on-chain programs or buffer accounts,2026-05-23T16:21:37.446336Z,208,solana-foundation/solana-verifiable-build,https://github.com/solana-foundation/solana-verifiable-build,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Dockerfile,2026-05-22T19:19:18Z,594241223,458,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Solana JavaScript SDK,2026-05-23T16:21:37.446336Z,1058,solana-foundation/solana-web3.js,https://github.com/solana-foundation/solana-web3.js,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-05-23T15:03:50Z,145759605,2720,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,"Protocol specifications of the Solana network, maintained by various protocol teams.",2026-05-23T16:21:37.446336Z,32,solana-foundation/specs,https://github.com/solana-foundation/specs,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Python,2025-05-15T19:21:37Z,553059890,144,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Solana Foundation stake bot used on the Solana Testnet and Mainnet-Beta,2026-05-23T16:21:37.446336Z,93,solana-foundation/stake-o-matic,https://github.com/solana-foundation/stake-o-matic,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Shell,2024-03-27T21:38:30Z,351145120,145,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Surfpool is where developers start their Solana journey.,2026-05-23T16:21:37.446336Z,147,solana-foundation/surfpool,https://github.com/solana-foundation/surfpool,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Rust,2026-05-22T17:08:28Z,924147749,559,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,,2026-05-23T16:21:37.446336Z,1,solana-foundation/surfpool-web-ui,https://github.com/solana-foundation/surfpool-web-ui,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-05-12T20:52:44Z,1021461985,1,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Official templates for create-solana-dapp 🚀 CLI 👉 https://github.com/solana-foundation/create-solana-dapp,2026-05-23T16:21:37.446336Z,85,solana-foundation/templates,https://github.com/solana-foundation/templates,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-05-22T15:25:08Z,930411852,93,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,Template marketplace for Solana!,2026-05-23T16:21:37.446336Z,3,solana-foundation/templates-site,https://github.com/solana-foundation/templates-site,context/watchlist only; not included in approved-gate Top repo score,True,False,False,solana-foundation,TypeScript,2025-11-04T16:56:38Z,1025862458,5,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,,2026-05-23T16:21:37.446336Z,5,solana-foundation/token-acl,https://github.com/solana-foundation/token-acl,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Rust,2026-03-05T00:01:15Z,1004252832,4,2,core-client/runtime;payments/token,UTC
,,2026-05-23.solana-activity.v2,,2026-05-23T16:21:37.446336Z,6,solana-foundation/token-acl-gate,https://github.com/solana-foundation/token-acl-gate,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Rust,2026-05-05T18:57:59Z,1041341864,1,2,core-client/runtime;payments/token,UTC
,,2026-05-23.solana-activity.v2,,2026-05-23T16:21:37.446336Z,2,solana-foundation/token-helpers,https://github.com/solana-foundation/token-helpers,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-01-09T13:02:54Z,1100831512,3,2,core-client/runtime;payments/token,UTC
,,2026-05-23.solana-activity.v2,"Terraform for web3. Reproducible deployments and secure operations for Bitcoin, Ethereum and Solana.",2026-05-23T16:21:37.446336Z,31,solana-foundation/txtx,https://github.com/solana-foundation/txtx,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,Rust,2026-05-12T20:44:46Z,750132754,150,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,,2026-05-23T16:21:37.446336Z,1,solana-foundation/txtx-supervisor-ui,https://github.com/solana-foundation/txtx-supervisor-ui,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-03-24T20:34:00Z,755385010,0,1,core-client/runtime,UTC
,,2026-05-23.solana-activity.v2,This repository defines APIs used to interface between functional components within the Solana validator reference implementation,2026-05-23T16:21:37.446336Z,1,solana-foundation/validator-apis,https://github.com/solana-foundation/validator-apis,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,,2022-10-17T16:03:50Z,553038111,2,2,core-client/runtime;validator/rpc,UTC
,,2026-05-23.solana-activity.v2,,2026-05-23T16:21:37.446336Z,1,solana-foundation/x402-sdk,https://github.com/solana-foundation/x402-sdk,context/watchlist only; not included in approved-gate Top repo score,False,False,False,solana-foundation,TypeScript,2026-05-19T17:01:13Z,1207429741,1,1,core-client/runtime,UTC
